筆期,號碼,,,
0094AAA101,29,,,
0094AAA102,28,,,
0094BAA101,34,,,
0094BAA102,34,,,
0094BAA103,34,,,
0095AAA102,28,,,
0095AAA103,28,,,
0095AAA104,27,,,
0095AAA101,28,,,
0095BAA101,32,,,
0095BAA102,31,,,
0095BAA103,30,,,
0095BAA104,29,,,
0096AAA101,31,,,
0096AAA102,29,,,
0096AAA103,29,,,
0096AAA104,28,,,
0096BAA101,25,,,
0096BAA102,25,,,
0096BAA103,25,,,
0096BAA104,25,,,
0097AAA101,27,,,
0097AAA102,26,,,
0097AAA103,26,,,
0097AAA104,26,,,
0097BAA101,28,,,
0097BAA102,28,,,
0097BAA103,28,,,
0097BAA104,27,,,
0098AAA101,32,,,
0098AAA102,32,,,
0098AAA103,32,,,
0098AAA104,32,,,
0098AAA105,33,,,
0098BAA101,33,,,
0098BAA102,33,,,
0098BAA103,33,,,
0098BAA104,33,,,
0098BAA105,32,,,
0099AAA101,33,,,
0099AAA102,33,,,
0099AAA103,33,,,
0099AAA104,32,,,
0099AAA105,32,,,
0099BAA101,31,,,
0099BAA102,30,,,
0099BAA103,32,,,
0099BAA104,31,,,
0099BAA105,30,,,
0100AAA101,32,,,
0100AAA102,32,,,
0100AAA103,32,,,
0100AAA104,32,,,
0100AAA105,31,,,
0100BAA101,29,,,
0100BAA102,29,,,
0100BAA103,28,,,
0101AAA101,31,,,
0101AAA102,30,,,
0101AAA103,30,,,
0101BAA101,25,,,
0101BAA102,24,,,
0101BAA103,24,,,
0102AAA101,24,,,
0102AAA102,24,,,
0102AAA103,23,,,
0102BAA101,24,,,
0102BAA102,24,,,
0102BAA103,22,,,
0103AAA101,29,,,
0103AAA102,29,,,
0103BAA101,31,,,
0103BAA102,31,,,
0104AAA101,29,,,
0104AAA102,30,,,
0104AAA103,29,,,
0104BAA101,27,,,
0104BAA102,26,,,
0104BAA103,26,,,
0104BAA104,26,,,
0105AAA101,29,,,
0105BAA101,31,,,
0105BAA102,31,,,
0105BAA103,32,,,
0106AAA101,24,,,
0106AAA102,23,,,
0106AAA103,22,,,
0106BAA101,30,,,
0106BAA102,28,,,
0106BAA103,27,,,
0107AAA101,28,,,
0107AAA102,27,,,
0107AAA103,27,,,
0107AAA104,28,,,
0107BAA101,27,,,
0107BAA102,26,,,
0107BAA103,25,,,
0107BAA104,25,,,
0107BAA105,24,,,
0108AAA101,28,,,
0108AAA102,26,,,
0108AAA103,26,,,
0108AAA104,26,,,
0108AAA105,27,,,
0108BAA101,25,,,
0108BAA102,25,,,
0108BAA103,25,,,
0108BAA104,24,,,
0109AAA101,34,,,
0109AAA102,34,,,
0109AAA103,34,,,
0109AAA104,35,,,
0109AAA105,34,,,
0109BAA101,33,,,
0109BAA102,33,,,
0109BAA103,33,,,
0109BAA104,34,,,
0109BAA105,34,,,
0110AAA102,29,,,
0110AAA103,30,,,
0110AAA104,30,,,
0110AAA105,31,,,
0110AAA101,32,,,
0110BAA101,25,,,
0110BAA102,24,,,
0110BAA103,24,,,
0110BAA104,24,,,
0111AAA101,23,,,
0111AAA102,24,,,
0111AAA103,23,,,
0111AAA104,23,,,
0111BAA101,24,,,
0111BAA102,25,,,
0112AAA101,23,,,
0112AAA102,23,,,
0112AAA103,22,,,
0112AAA104,22,,,
0112BAA102,25,,,
0112BAA103,24,,,
0112BAA101,24,,,
0113AAA101,24,,,
0113AAA102,23,,,
0113AAA103,24,,,
0113BAA101,22,,,
0113BAA102,22,,,
0113BAA103,21,,,
0114AAA101,22,,,
0114AAA102,24,,,
0114AAA103,23,,,
0114BAA101,24,,,
0114BAA102,23,,,
0114BAA103,24,,,
0114BAA104,23,,,
0114BAA105,22,,,
0115AAA101,23,,,
0115AAA102,23,,,
0115AAA103,22,,,
0115BAA101,23,,,
0115BAA102,23,,,
0115BAA103,22,,,
0116AAA101,24,,,
0116AAA102,23,,,
0116AAA103,24,,,
0116AAA104,24,,,
0116BAA101,25,,,
0116BAA102,26,,,
0116BAA103,24,,,
0117AAA101,25,,,
0117AAA102,24,,,
0117AAA103,25,,,
0117AAA104,24,,,
0117BAA101,26,,,
0117BAA102,25,,,
0117BAA103,24,,,
0117BAA104,26,,,
0117BAA105,24,,,
0118AAA101,24,,,
0118AAA102,24,,,
0118AAA103,23,,,
0118AAA104,24,,,
0118AAA105,24,,,
0118BAA101,23,,,
0118BAA102,22,,,
0118BAA103,23,,,
0118BAA104,23,,,
0118BAA105,23,,,
0119AAA101,26,,,
0119AAA102,26,,,
0119AAA103,26,,,
0119AAA104,26,,,
0119AAA105,26,,,
0119BAA101,29,,,
0119BAA102,27,,,
0119BAA103,24,,,
0119BAA104,26,,,
0119BAA105,26,,,
0119BAA106,26,,,
0120AAA101,33,,,
0120AAA102,31,,,
0120AAA103,32,,,
0120AAA104,30,,,
0120AAA105,33,,,
0120BAA101,29,,,
0120BAA102,29,,,
0120BAA103,28,,,
0120BAA104,29,,,
0120BAA105,27,,,
0120BAA106,29,,,
0121AAA101,29,,,
0121AAA102,28,,,
0121AAA103,28,,,
0121AAA104,27,,,
0121BAA101,28,,,
0121BAA102,28,,,
0121BAA103,28,,,
0122AAA101,24,,,
0122AAA102,25,,,
0122AAA103,25,,,
0122BAA101,23,,,
0122BAA102,21,,,
0122BAA103,22,,,
0122BAA104,20,,,
0123AAA101,24,,,
0123AAA102,24,,,
0123AAA103,24,,,
0123AAA104,24,,,
0123AAA105,24,,,
0123BAA101,26,,,
0123BAA102,26,,,
0123BAA103,25,,,
0124AAA101,29,,,
0124AAA102,28,,,
0124BAA101,22,,,
0124BAA102,22,,,
0124BAA103,22,,,
0125AAA101,25,,,
0125AAA102,24,,,
0125AAA103,25,,,
0125AAA104,26,,,
0125BAA101,21,,,
0125BAA102,21,,,
0125BAA103,21,,,
0125BAA104,21,,,
0126AAA101,29,,,
0126AAA102,29,,,
0126AAA103,28,,,
0126AAA104,28,,,
0126AAA105,28,,,
0126BAA101,24,,,
0126BAA102,23,,,
0126BAA103,23,,,
0126BAA104,23,,,
0126BAA105,23,,,
0127AAA101,28,,,
0127AAA102,28,,,
0127AAA103,28,,,
0127AAA104,28,,,
0127AAA105,28,,,
0127AAA106,28,,,
0127BAA101,27,,,
0127BAA102,27,,,
0127BAA103,27,,,
0127BAA104,27,,,
0127BAA105,27,,,
0127BAA106,27,,,
0128AAA101,26,,,
0128AAA102,25,,,
0128AAA103,25,,,
0128AAA104,25,,,
0128BAA101,27,,,
0128BAA102,26,,,
0128BAA103,27,,,
0128EAA101,15,,,
0128EAA102,14,,,
0128EAA103,14,,,
0128EAA104,14,,,
0128EAA105,14,,,
0129AAA101,24,,,
0129AAA102,24,,,
0129AAA103,23,,,
0129DAA101,14,,,
0129DAA102,13,,,
0129DAA103,14,,,
0129DAA104,14,,,
0129DAA105,14,,,
0129BAA101,27,,,
0129BAA102,27,,,
0129BAA103,27,,,
0129BAA104,27,,,
0129EAA101,17,,,
0129EAA102,17,,,
0129EAA103,18,,,
0129EAA104,18,,,
0129EAA105,17,,,
0130AAA101,25,,,
0130AAA102,25,,,
0130AAA103,23,,,
0130AAA104,27,,,
0130AAA105,27,,,
0130AAA106,27,,,
0130AAA107,25,,,
0130DAA101,19,,,
0130DAA102,18,,,
0130DAA103,18,,,
0130DAA104,18,,,
0130DAA105,18,,,
0130DAA106,17,,,
0130DAA107,17,,,
0130DAA108,17,,,
0130DAA109,17,,,
0130DAA110,17,,,
0130BAA101,22,,,
0130BAA102,22,,,
0130BAA103,23,,,
0130BAA104,22,,,
0130BAA105,23,,,
0130BAA106,22,,,
0130BAA107,24,,,
0130EAA101,18,,,
0130EAA102,18,,,
0130EAA103,18,,,
0130EAA104,18,,,
0130EAA105,17,,,
0130EAA106,17,,,
0130EAA107,18,,,
0130EAA108,17,,,
0130EAA109,17,,,
0131AAA101,21,,,
0131AAA102,23,,,
0131AAA103,23,,,
0131AAA104,22,,,
0131AAA105,24,,,
0131DAA101,18,,,
0131DAA102,19,,,
0131DAA103,19,,,
0131DAA104,19,,,
0131DAA105,19,,,
0131DAA106,19,,,
0131BAA101,26,,,
0131BAA102,26,,,
0131EAA101,18,,,
0131EAA102,17,,,
0131EAA103,17,,,
0132AAA101,28,,,
0132AAA102,28,,,
0132DAA101,18,,,
0132DAA102,19,,,
0132DAA103,19,,,
0132BAA101,22,,,
0132BAA102,22,,,
0132EAA101,15,,,
0129EAA106,18,,,
0132EAA102,15,,,
0132EAA103,14,,,
0133AAA101,20,,,
0133AAA102,20,,,
0133BAA101,24,,,
0133BAA102,24,,,
0133EAA101,16,,,
0133EAA102,16,,,
0133EAA103,16,,,
0134AAA101,25,,,
0134AAA102,26,,,
0134DAA101,17,,,
0134DAA102,17,,,
0134DAA103,17,,,
0134BAA101,21,,,
0134BAA102,22,,,
0134EAA101,14,,,
0134EAA102,15,,,
0134EAA103,14,,,
0135AAA101,24,,,
0135AAA102,23,,,
0135DAA101,16,,,
0135DAA102,15,,,
0135DAA103,16,,,
0135BAA101,24,,,
0135BAA102,25,,,
0135BAA103,26,,,
0135EAA101,15,,,
0135EAA102,14,,,
0135EAA103,14,,,
0135EAA104,16,,,
0135EAA105,15,,,
0136AAA101,28,,,
0136AAA102,28,,,
0136DAA101,19,,,
0136DAA102,18,,,
0136DAA103,18,,,
0136BAA101,25,,,
0136BAA102,24,,,
0136EAA101,16,,,
0136EAA102,16,,,
0136EAA103,16,,,
0137AAA101,19,,,
0137AAA102,18,,,
0137AAA103,18,,,
0137AAA104,18,,,
0137BAA101,21,,,
0137BAA102,21,,,
0137BAA103,20,,,
0137EAA101,16,,,
0137EAA102,16,,,
0137EAA103,15,,,
0137EAA104,15,,,
0138AAA101,25,,,
0138AAA102,25,,,
0138AAA103,24,,,
0138DAA101,18,,,
0138DAA102,19,,,
0138DAA103,18,,,
0138DAA104,19,,,
0138BAA101,22,,,
0138BAA102,22,,,
0138BAA103,22,,,
0138BAA104,22,,,
0138EAA101,17,,,
0138EAA102,18,,,
0138EAA103,18,,,
0138EAA104,18,,,
0138EAA105,17,,,
0139AAA101,21,,,
0139AAA102,21,,,
0139AAA103,20,,,
0139BAA101,25,,,
0139BAA102,25,,,
0139BAA103,26,,,
0140AAA101,22,,,
0140AAA102,23,,,
0140AAA103,23,,,
0140AAA104,23,,,
0140BAA101,23,,,
0140BAA102,23,,,
0140BAA103,23,,,
0140BAA104,23,,,
0140BAA105,26,,,
0140BAA106,25,,,
0140BAA107,24,,,
0141AAA101,25,,,
0141AAA102,25,,,
0141AAA103,26,,,
0141AAA104,17,,,
0141AAA105,18,,,
0141AAA106,19,,,
0141BAA101,22,,,
0141BAA102,23,,,
0141BAA103,23,,,
0142AAA101,17,,,
0142AAA102,16,,,
0142AAA103,16,,,
0142BAA101,24,,,
0142BAA102,24,,,
0143AAA101,19,,,
0143AAA102,19,,,
0143AAA103,18,,,
0143BAA101,17,,,
0143BAA102,17,,,
0143BAA103,18,,,
0144AAA101,21,,,
0144AAA102,21,,,
0144AAA103,23,,,
0144BAA101,23,,,
0144BAA102,22,,,
0145AAA101,15,,,
0145AAA102,16,,,
0145AAA103,15,,,
0145BAA101,26,,,
0145BAA102,24,,,
0146AAA101,14,,,
0146AAA102,16,,,
0146AAA103,15,,,
0146AAA104,15,,,
0146BAA101,20,,,
0146BAA102,21,,,
0147AAA101,18,,,
0147AAA102,18,,,
0147AAA103,19,,,
0147AAA104,18,,,
0147BAA101,16,,,
0147BAA102,17,,,
0147BAA103,15,,,
0147BAA104,16,,,
0147BAA105,16,,,
0148AAA101,23,,,
0148AAA102,23,,,
0148AAA103,23,,,
0148BAA101,20,,,
0148BAA102,20,,,
0148BAA103,19,,,
0149AAA101,18,,,
0149AAA102,16,,,
0149AAA103,17,,,
0149AAA104,17,,,
0149AAA105,17,,,
0149BAA101,18,,,
0149BAA102,18,,,
0149BAA103,19,,,
0149BAA104,19,,,
0149BAA105,20,,,
0149BAA106,18,,,
0150AAA101,21,,,
0150AAA102,20,,,
0150AAA103,21,,,
0150AAA104,19,,,
0150AAA105,19,,,
0150AAA106,17,,,
0150AAA107,19,,,
0150BAA101,15,,,
0150BAA102,16,,,
0150BAA103,15,,,
0150BAA104,16,,,
0150BAA105,16,,,
0150BAA106,17,,,
0150BAA107,17,,,
0150BAA108,17,,,
0150BAA109,17,,,
0150BAA110,17,,,
0151AAA101,19,,,
0151AAA102,19,,,
0151AAA103,19,,,
0151AAA104,20,,,
0151AAA105,19,,,
0151AAA106,16,,,
0151AAA107,16,,,
0151AAA108,14,,,
0151AAA109,17,,,
0151AAA110,19,,,
0151BAA101,19,,,
0151BAA102,18,,,
0151BAA103,19,,,
0151BAA104,19,,,
0151BAA105,18,,,
0151BAA106,18,,,
0151BAA107,17,,,
0151BAA109,19,,,
0151BAA108,19,,,
0152AAA101,22,,,
0152AAA102,21,,,
0152AAA103,21,,,
0152AAA104,18,,,
0152AAA105,18,,,
0152AAA106,18,,,
0152AAA107,16,,,
0152BAA101,26,,,
0152BAA102,25,,,
0152BAA103,25,,,
0153AAA101,21,,,
0153AAA102,22,,,
0153AAA103,21,,,
0153BAA101,15,,,
0153BAA102,16,,,
0153BAA103,15,,,
0154AAA101,23,,,
0154AAA102,22,,,
0154BAA101,20,,,
0154BAA102,20,,,
0154BAA103,20,,,
0155AAA101,20,,,
0155AAA102,20,,,
0155AAA103,20,,,
0155BAA101,23,,,
0155BAA102,22,,,
0156AAA101,21,,,
0156AAA102,22,,,
0156AAA103,22,,,
0156BAA101,24,,,
0156BAA102,24,,,
0157AAA101,22,,,
0157AAA102,22,,,
0157AAA103,22,,,
0157AAA104,21,,,
0157BAA101,20,,,
0157BAA102,20,,,
0157BAA103,20,,,
0157BAA104,20,,,
0158AAA101,20,,,
0158AAA102,20,,,
0158AAA103,20,,,
0158AAA104,19,,,
0158BAA101,22,,,
0158BAA102,20,,,
0158BAA103,21,,,
0159AAA101,24,,,
0159AAA102,24,,,
0159AAA103,23,,,
0159BAA101,20,,,
0159BAA102,18,,,
0159BAA103,19,,,
0159BAA104,20,,,
0159BAA105,19,,,
0160AAA101,22,,,
0160AAA102,21,,,
0160AAA103,22,,,
0160AAA104,22,,,
0160AAA105,23,,,
0160BAA101,17,,,
0160BAA102,17,,,
0160BAA103,18,,,
0160BAA104,18,,,
0160BAA105,18,,,
0160BAA106,18,,,
0160BAA107,18,,,
0161AAA101,20,,,
0161AAA102,19,,,
0161AAA103,20,,,
0161AAA104,20,,,
0161AAA105,20,,,
0161AAA106,16,,,
0161AAA107,16,,,
0161AAA108,16,,,
0161AAA109,16,,,
0161AAA110,15,,,
0161BAA101,20,,,
