筆期,號碼,,,
0066EAA101,140,,,
0067DAA101,153,,,
0067EAA101,149,,,
0068DAA101,154,,,
0068EAA101,138,,,
0069DAA101,141,,,
0069EAA101,119,,,
0070DAA101,87,,,
0070EAA101,63,,,
0071DAA101,77,,,
0071EAA101,56,,,
0072DAA101,64,,,
0072EAA101,60,,,
0073DAA101,51,,,
0073EAA101,111,,,
0074DAA101,95,,,
0074EAA101,98,,,
0075DAA101,79,,,
0075EAA101,70,,,
0076DAA101,99,,,
0076EAA101,95,,,
0077DAA101,124,,,
0077EAA101,142,,,
0078DAA101,142,,,
0078EAA101,155,,,
0079DAA101,140,,,
0079EAA101,101,,,
0080DAA101,65,,,
0080EAA101,63,,,
0081DAA101,69,,,
0081EAA101,80,,,
0082DAA101,49,,,
0082EAA101,43,,,
0083DAA101,82,,,
0083EAA101,73,,,
0084DAA101,59,,,
0084EAA101,85,,,
0085DAA101,113,,,
0085EAA101,83,,,
0086DAA101,91,,,
0086EAA101,94,,,
0087DAA101,142,,,
0087EAA101,143,,,
0088DAA101,155,,,
0088EAA101,146,,,
0089DAA101,147,,,
0089EAA101,144,,,
0090DAA101,88,,,
0090EAA101,53,,,
0091DAA101,61,,,
0091EAA101,60,,,
0092DAA101,45,,,
0092EAA101,72,,,
0093DAA101,49,,,
0093EAA101,79,,,
0094DAA101,52,,,
0094EAA101,99,,,
0095DAA101,96,,,
0095EAA101,116,,,
0096DAA101,106,,,
0096EAA101,89,,,
0097DAA101,102,,,
0097EAA101,102,,,
0098DAA101,151,,,
0098EAA101,152,,,
0099DAA101,149,,,
0099EAA101,141,,,
0100DAA101,154,,,
0100EAA101,75,,,
0101DAA101,80,,,
0101EAA101,65,,,
0102DAA101,66,,,
0102EAA101,65,,,
0103DAA101,52,,,
0103EAA101,57,,,
0104DAA101,86,,,
0104EAA101,97,,,
0105DAA101,22,,,
0105EAA101,89,,,
0106DAA101,63,,,
0106EAA101,81,,,
0107DAA101,96,,,
0107EAA102,118,,,
0108DAA101,115,,,
0108EAA101,83,,,
0109DAA101,163,,,
0109EAA101,155,,,
0110DAA101,139,,,
0110EAA101,85,,,
0111DAA101,83,,,
0111EAA101,41,,,
0112DAA101,83,,,
0112EAA101,70,,,
0113DAA101,65,,,
0113EAA101,54,,,
0114DAA101,60,,,
0114EAA101,111,,,
0115DAA101,54,,,
0115EAA101,59,,,
0116DAA101,87,,,
0116EAA101,64,,,
0117DAA101,94,,,
0117EAA101,114,,,
0118DAA101,109,,,
0118EAA101,100,,,
0119DAA101,117,,,
0119EAA101,147,,,
0120DAA101,143,,,
0120EAA101,143,,,
0121DAA101,98,,,
0121EAA101,74,,,
0122DAA101,62,,,
0122EAA101,75,,,
0123DAA101,106,,,
0123EAA101,57,,,
0124DAA101,49,,,
0124EAA101,60,,,
0125DAA101,89,,,
0125EAA101,72,,,
0126DAA101,129,,,
0126EAA101,102,,,
0127DAA101,153,,,
0127EAA101,146,,,
0128DAA101,80,,,
0128EAA101,64,,,
0129DAA101,61,,,
0129EAA101,99,,,
0130DAA101,63,,,
0130DAA102,90,,,
0130EAA101,75,,,
0130EAA102,55,,,
0131DAA101,87,,,
0131EAA101,43,,,
0132DAA101,46,,,
0132EAA101,31,,,
0133DAA101,30,,,
0133EAA101,41,,,
0134DAA101,35,,,
0134EAA101,31,,,
0135DAA101,36,,,
0135EAA101,67,,,
0136DAA101,36,,,
0136EAA101,38,,,
0137DAA101,66,,,
0137EAA101,51,,,
0138DAA101,57,,,
0138EAA101,71,,,
0139DAA101,47,,,
0139EAA101,62,,,
0140DAA101,71,,,
0140EAA101,82,,,
0140EAA102,72,,,
0141DAA101,68,,,
0141DAA102,37,,,
0141EAA101,47,,,
0142DAA101,39,,,
0142EAA101,40,,,
0143DAA101,41,,,
0143EAA101,40,,,
0144DAA101,54,,,
0144EAA101,30,,,
0145DAA101,35,,,
0145EAA101,33,,,
0146DAA101,54,,,
0146EAA101,27,,,
0147DAA101,69,,,
0147EAA101,67,,,
0148DAA101,54,,,
0148EAA101,50,,,
0149DAA101,72,,,
0149EAA101,84,,,
0150DAA101,51,,,
0150DAA102,64,,,
0150EAA101,59,,,
0150EAA102,75,,,
0151DAA101,82,,,
0151DAA102,67,,,
0151EAA101,69,,,
0151EAA102,60,,,
0152DAA101,41,,,
0152DAA102,52,,,
0152EAA101,51,,,
0153DAA101,45,,,
0153EAA101,37,,,
0154DAA101,35,,,
0154EAA101,43,,,
0155DAA101,46,,,
0155EAA101,31,,,
0156DAA101,52,,,
0156EAA101,35,,,
0157DAA101,72,,,
0157EAA101,63,,,
0158DAA101,68,,,
0158EAA101,46,,,
0159DAA101,59,,,
0159EAA101,88,,,
0160DAA101,89,,,
0160EAA101,44,,,
0160EAA102,60,,,
0161DAA101,83,,,
0161DAA102,72,,,
0161EAA101,74,,,
0161EAA102,74,,,
0162DAA101,71,,,
0162DAA102,67,,,
0162EAA101,62,,,
0162EAA102,66,,,
0163DAA101,46,,,
0163DAA102,66,,,
0163EAA101,53,,,
0164DAA101,45,,,
0164EAA101,31,,,
0165DAA101,47,,,
0165EAA101,27,,,
0166DAA101,50,,,
0166EAA101,51,,,
0167DAA101,87,,,
0167EAA101,32,,,
0168DAA101,61,,,
0168EAA101,70,,,
0169DAA101,58,,,
0169EAA101,45,,,
0170DAA101,57,,,
0170EAA101,84,,,
0170EAA102,81,,,
0171DAA101,65,,,
0171DAA102,61,,,
0171EAA101,51,,,
0171EAA102,67,,,
0172DAA101,58,,,
0172EAA101,53,,,
0173DAA101,60,,,
0173EAA101,52,,,
0174DAA101,35,,,
0174EAA101,41,,,
0175DAA101,41,,,
0175EAA101,46,,,
0176DAA101,32,,,
0176EAA101,47,,,
0177DAA101,79,,,
0177EAA101,32,,,
0178DAA101,54,,,
0178EAA101,41,,,
0179DAA101,43,,,
0179EAA101,81,,,
0180DAA101,83,,,
0180DAA102,83,,,
0180EAA101,61,,,
0180EAA102,56,,,
0181DAA101,77,,,
0181DAA102,75,,,
0181EAA101,60,,,
0181EAA102,51,,,
0182DAA101,66,,,
0182EAA101,59,,,
0183DAA101,65,,,
0183EAA101,44,,,
0184DAA101,29,,,
0184EAA101,41,,,
0185DAA101,46,,,
0185EAA101,60,,,
0186DAA101,30,,,
0186EAA101,54,,,
0187DAA101,57,,,
0187EAA101,56,,,
0188DAA101,53,,,
0188EAA101,61,,,
0189DAA101,52,,,
0189EAA101,69,,,
0190DAA101,61,,,
0190DAA102,36,,,
0190EAA101,68,,,
0190EAA102,55,,,
0191DAA101,79,,,
0191DAA102,79,,,
0191EAA101,56,,,
0191EAA102,43,,,
0192DAA101,35,,,
0193DAA101,29,,,
0193EAA101,35,,,
0194DAA101,44,,,
0194EAA101,50,,,
0195DAA101,40,,,
0195EAA101,52,,,
0196DAA101,56,,,
0196EAA101,44,,,
0197DAA101,16,,,
0197EAA101,56,,,
0198DAA101,52,,,
0198EAA101,47,,,
0199DAA101,53,,,
0199EAA101,51,,,
0200DAA101,58,,,
0200EAA101,65,,,
0201DAA101,63,,,
0201DAA102,55,,,
0201EAA101,74,,,
0201EAA102,43,,,
0202DAA101,51,,,
0202DAA102,54,,,
0202EAA101,59,,,
0203DAA101,52,,,
0203EAA101,32,,,
0204DAA101,36,,,
