筆期,號碼,,,
0150AAA101,16,,,
0150AAA102,16,,,
0150AAA103,15,,,
0150AAA104,15,,,
0150AAA105,15,,,
0150AAA106,15,,,
0150AAA107,15,,,
0150AAA108,15,,,
0150AAA109,14,,,
0150BAA101,15,,,
0150BAA102,16,,,
0150BAA103,15,,,
0150BAA104,16,,,
0150BAA105,16,,,
0150BAA106,17,,,
0150BAA107,17,,,
0150BAA108,17,,,
0150BAA109,17,,,
0150BAA110,17,,,
0151AAA101,19,,,
0151AAA102,19,,,
0151AAA103,19,,,
0151AAA104,20,,,
0151AAA105,19,,,
0151AAA106,16,,,
0151AAA107,16,,,
0151AAA108,16,,,
0151AAA109,17,,,
0151AAA110,17,,,
0151BAA101,19,,,
0151BAA102,18,,,
0151BAA103,19,,,
0151BAA104,19,,,
0151BAA105,18,,,
0151BAA106,15,,,
0151BAA107,14,,,
0151BAA108,15,,,
0151BAA109,15,,,
0151BAA110,14,,,
0152AAA101,16,,,
0152AAA102,16,,,
0152AAA103,16,,,
0152AAA104,16,,,
0152AAA105,18,,,
0152AAA106,17,,,
0152AAA107,18,,,
0152AAA108,17,,,
0152BAA101,15,,,
0152BAA102,15,,,
0152BAA103,16,,,
0152BAA104,15,,,
0152BAA105,15,,,
0153AAA101,16,,,
0153AAA102,16,,,
0153AAA103,16,,,
0153AAA104,15,,,
0153BAA101,15,,,
0153BAA102,16,,,
0153BAA103,15,,,
0154AAA101,15,,,
0154AAA102,15,,,
0154AAA103,15,,,
0154BAA101,15,,,
0154BAA102,15,,,
0154BAA103,15,,,
0154BAA104,15,,,
0155AAA101,15,,,
0155AAA102,15,,,
0155AAA103,15,,,
0155AAA104,15,,,
0155BAA101,15,,,
0155BAA102,15,,,
0155BAA103,15,,,
0156AAA101,16,,,
0156AAA102,16,,,
0156AAA103,17,,,
0156AAA104,16,,,
0156BAA101,16,,,
0156BAA102,16,,,
0156BAA103,16,,,
0157AAA101,18,,,
0157AAA102,18,,,
0157AAA103,17,,,
0157AAA104,17,,,
0157AAA105,17,,,
0157BAA101,16,,,
0157BAA102,16,,,
0157BAA103,16,,,
0157BAA104,16,,,
0157BAA105,16,,,
0158AAA101,16,,,
0158AAA102,16,,,
0158AAA103,16,,,
0158AAA104,16,,,
0158AAA105,15,,,
0158BAA101,15,,,
0158BAA102,16,,,
0158BAA103,16,,,
0158BAA104,16,,,
0159AAA101,18,,,
0159AAA102,18,,,
0159AAA103,18,,,
0159AAA104,17,,,
0159BAA101,20,,,
0159BAA102,18,,,
0159BAA103,19,,,
0159BAA104,20,,,
0159BAA105,19,,,
0160AAA101,18,,,
0160AAA102,18,,,
0160AAA103,18,,,
0160AAA104,18,,,
0160AAA105,18,,,
0160AAA106,18,,,
0160BAA101,13,,,
0160BAA102,13,,,
0160BAA103,13,,,
0160BAA104,13,,,
0160BAA105,18,,,
0160BAA106,18,,,
0160BAA107,18,,,
0160BAA108,17,,,
0161AAA101,20,,,
0161AAA102,19,,,
0161AAA103,20,,,
0161AAA104,20,,,
0161AAA105,20,,,
0161AAA106,16,,,
0161AAA107,16,,,
0161AAA108,16,,,
0161AAA109,16,,,
0161AAA110,15,,,
0161BAA101,20,,,
0161BAA102,20,,,
0161BAA103,20,,,
0161BAA104,20,,,
0161BAA105,19,,,
0161BAA106,19,,,
0161BAA107,19,,,
0161BAA108,19,,,
0161BAA109,19,,,
0161BAA110,18,,,
0162AAA101,19,,,
0162AAA102,19,,,
0162AAA103,18,,,
0162AAA104,18,,,
0162AAA105,18,,,
0162AAA106,17,,,
0162AAA107,17,,,
0162AAA108,17,,,
0162AAA109,17,,,
0162AAA110,18,,,
0162BAA101,16,,,
0162BAA102,16,,,
0162BAA103,17,,,
0162BAA104,16,,,
0162BAA105,16,,,
0162BAA106,16,,,
0162BAA107,17,,,
0162BAA108,17,,,
0162BAA109,16,,,
0162BAA110,16,,,
0163AAA101,16,,,
0163AAA102,16,,,
0163AAA103,16,,,
0163AAA104,17,,,
0163AAA105,19,,,
0163AAA106,20,,,
0163AAA107,20,,,
0163AAA108,19,,,
0163BAA101,17,,,
0163BAA102,16,,,
0163BAA103,16,,,
0163BAA104,16,,,
0163BAA105,16,,,
0164AAA101,16,,,
0164AAA102,16,,,
0164AAA103,16,,,
0164AAA104,16,,,
0164BAA101,17,,,
0164BAA102,16,,,
0164BAA103,16,,,
0165AAA101,16,,,
0165AAA102,16,,,
0165AAA103,16,,,
0165AAA104,15,,,
0165BAA101,16,,,
0165BAA102,17,,,
0166AAA101,15,,,
0166AAA102,15,,,
0166AAA103,15,,,
0166AAA104,15,,,
0166BAA101,16,,,
0166BAA102,15,,,
0166BAA103,16,,,
0166BAA104,15,,,
0167AAA101,20,,,
0167AAA102,20,,,
0167AAA103,19,,,
0167AAA104,20,,,
0167AAA105,20,,,
0167BAA101,19,,,
0167BAA102,18,,,
0167BAA103,18,,,
0168AAA101,18,,,
0168AAA102,18,,,
0168AAA103,18,,,
0168AAA104,18,,,
0168BAA101,16,,,
0168BAA102,16,,,
0168BAA103,16,,,
0168BAA104,16,,,
0168BAA105,17,,,
0169AAA101,19,,,
0169AAA102,19,,,
0169AAA103,19,,,
0169AAA104,19,,,
0169BAA101,19,,,
0169BAA102,21,,,
0169BAA103,19,,,
0170AAA101,19,,,
0170AAA102,19,,,
0170AAA103,18,,,
0170AAA104,18,,,
0170BAA101,18,,,
0170BAA102,18,,,
0170BAA103,18,,,
0170BAA104,18,,,
0170BAA105,18,,,
0170BAA106,18,,,
0170BAA107,18,,,
0170BAA108,18,,,
0170BAA109,18,,,
0170BAA110,18,,,
0171AAA101,15,,,
0171AAA102,16,,,
0171AAA103,16,,,
0171AAA104,16,,,
0171AAA105,16,,,
0171AAA106,19,,,
0171AAA107,19,,,
0171AAA108,19,,,
0171AAA109,18,,,
0171BAA101,16,,,
0171BAA102,17,,,
0171BAA103,17,,,
0171BAA104,16,,,
0171BAA105,16,,,
0171BAA106,16,,,
0171BAA107,17,,,
0171BAA108,17,,,
0171BAA109,17,,,
0172AAA101,18,,,
0172AAA102,19,,,
0172AAA103,19,,,
0172AAA104,19,,,
0172AAA105,19,,,
0172BAA101,19,,,
0172BAA102,18,,,
0172BAA103,18,,,
0172BAA104,18,,,
0173AAA101,18,,,
0173AAA102,19,,,
0173AAA103,18,,,
0173AAA104,19,,,
0173BAA101,18,,,
0173BAA102,18,,,
0173BAA103,17,,,
0173BAA104,17,,,
0174AAA101,16,,,
0174AAA102,17,,,
0174AAA103,16,,,
0174BAA101,17,,,
0174BAA102,17,,,
0174BAA103,17,,,
0175AAA101,17,,,
0175AAA102,17,,,
0175AAA103,17,,,
0175BAA101,19,,,
0175BAA102,18,,,
0175BAA103,18,,,
0176AAA101,15,,,
0176AAA102,15,,,
0176AAA103,14,,,
0176BAA101,19,,,
0176BAA102,19,,,
0176BAA103,18,,,
0177AAA101,17,,,
0177AAA102,18,,,
0177AAA103,18,,,
0177AAA104,18,,,
0177AAA105,18,,,
0177BAA101,19,,,
0177BAA102,18,,,
0177BAA103,18,,,
0178AAA101,16,,,
0178AAA102,17,,,
0178AAA103,17,,,
0178AAA104,16,,,
0178BAA101,19,,,
0178BAA102,19,,,
0178BAA103,19,,,
0179AAA101,15,,,
0179AAA102,15,,,
0179AAA103,15,,,
0179AAA104,14,,,
0179BAA101,19,,,
0179BAA102,19,,,
0179BAA103,19,,,
0179BAA104,19,,,
0179BAA105,18,,,
0180AAA101,18,,,
0180AAA102,18,,,
0180AAA103,19,,,
0180AAA104,18,,,
0180AAA105,18,,,
0180AAA106,18,,,
0180AAA107,19,,,
0180AAA108,18,,,
0180AAA109,18,,,
0180AAA110,18,,,
0180BAA101,18,,,
0180BAA102,18,,,
0180BAA103,18,,,
0180BAA104,18,,,
0180BAA105,17,,,
0180BAA106,18,,,
0180BAA107,17,,,
0180BAA108,18,,,
0180BAA109,17,,,
0181AAA101,18,,,
0181AAA102,18,,,
0181AAA103,18,,,
0181AAA104,18,,,
0181AAA105,18,,,
0181AAA106,16,,,
0181AAA107,17,,,
0181AAA108,17,,,
0181AAA109,17,,,
0181AAA110,16,,,
0181BAA101,15,,,
0181BAA102,15,,,
0181BAA103,15,,,
0181BAA104,15,,,
0181BAA105,14,,,
0181BAA106,15,,,
0181BAA107,14,,,
0181BAA108,14,,,
0181BAA109,14,,,
0182AAA101,17,,,
0182AAA102,17,,,
0182AAA103,18,,,
0182AAA104,19,,,
0182AAA105,17,,,
0182BAA101,16,,,
0182BAA102,15,,,
0182BAA103,16,,,
0182BAA104,16,,,
0182BAA105,15,,,
0183AAA101,18,,,
0183AAA102,18,,,
0183AAA103,18,,,
0183AAA104,18,,,
0183AAA105,18,,,
0183BAA101,17,,,
0183BAA102,16,,,
0183BAA103,16,,,
0183BAA104,17,,,
0184AAA101,16,,,
0184AAA102,15,,,
0184AAA103,15,,,
0184BAA101,17,,,
0184BAA102,18,,,
0184BAA103,17,,,
0185AAA101,16,,,
0185AAA102,15,,,
0185AAA103,16,,,
0185AAA104,15,,,
0185BAA101,18,,,
0185BAA102,17,,,
0185BAA103,18,,,
0185BAA104,18,,,
0186AAA101,15,,,
0186AAA102,15,,,
0186AAA103,15,,,
0186BAA101,15,,,
0186BAA102,15,,,
0186BAA103,16,,,
0186BAA104,15,,,
0187AAA101,17,,,
0187AAA102,17,,,
0187AAA103,17,,,
0187AAA104,17,,,
0187BAA101,18,,,
0187BAA102,17,,,
0187BAA103,18,,,
0187BAA104,17,,,
0188AAA101,17,,,
0188AAA102,16,,,
0188AAA103,17,,,
0188AAA104,16,,,
0188BAA101,15,,,
0188BAA102,15,,,
0188BAA103,16,,,
0188BAA104,15,,,
0188BAA105,15,,,
0189AAA101,17,,,
0189AAA102,16,,,
0189AAA103,16,,,
0189AAA104,16,,,
0189BAA101,18,,,
0189BAA102,18,,,
0189BAA103,18,,,
0189BAA104,17,,,
0189BAA105,17,,,
0190AAA101,17,,,
0190AAA102,17,,,
0190AAA103,17,,,
0190AAA104,17,,,
0190AAA105,15,,,
0190AAA106,14,,,
0190AAA107,14,,,
0190BAA101,16,,,
0190BAA102,17,,,
0190BAA103,17,,,
0190BAA104,16,,,
0190BAA105,16,,,
0190BAA106,16,,,
0190BAA107,17,,,
0190BAA108,16,,,
0190BAA109,16,,,
0191AAA101,19,,,
0191AAA102,19,,,
0191AAA103,19,,,
0191AAA104,19,,,
0191AAA105,19,,,
0191AAA106,18,,,
0191AAA107,18,,,
0191AAA108,18,,,
0191AAA109,18,,,
0191AAA110,18,,,
0191BAA101,17,,,
0191BAA102,16,,,
0191BAA103,17,,,
0191BAA104,17,,,
0191BAA105,16,,,
0191BAA106,15,,,
0191BAA107,16,,,
0191BAA108,15,,,
0191BAA109,15,,,
0192AAA101,14,,,
0192AAA102,14,,,
0192AAA103,15,,,
0192AAA104,15,,,
0193AAA101,14,,,
0193AAA102,13,,,
0193AAA103,13,,,
0193BAA101,14,,,
0193BAA102,13,,,
0193BAA103,13,,,
0194AAA101,18,,,
0194AAA102,18,,,
0194AAA103,17,,,
0194BAA101,15,,,
0194BAA102,15,,,
0194BAA103,15,,,
0194BAA104,14,,,
0195AAA101,15,,,
0195AAA102,15,,,
0195AAA103,15,,,
0195AAA104,14,,,
0195BAA101,17,,,
0195BAA102,17,,,
0195BAA103,17,,,
0195BAA104,17,,,
0196AAA101,19,,,
0196AAA102,19,,,
0196AAA103,19,,,
0196AAA104,19,,,
0196BAA101,15,,,
0196BAA102,15,,,
0196BAA103,15,,,
0196BAA104,15,,,
0197AAA101,15,,,
0197AAA102,15,,,
0197BAA101,15,,,
0197BAA102,15,,,
0197BAA103,16,,,
0197BAA104,15,,,
0198AAA101,15,,,
0198AAA102,15,,,
0198AAA103,16,,,
0198AAA104,15,,,
0198BAA101,16,,,
0198BAA102,16,,,
0198BAA103,16,,,
0198BAA104,15,,,
0199AAA101,16,,,
0199AAA102,16,,,
0199AAA103,16,,,
0199AAA104,16,,,
0199BAA101,17,,,
0199BAA102,16,,,
0199BAA103,17,,,
0199BAA104,16,,,
0200AAA101,15,,,
0200AAA102,15,,,
0200AAA103,15,,,
0200AAA104,15,,,
0200AAA105,15,,,
0200BAA101,17,,,
0200BAA102,17,,,
0200BAA103,17,,,
0200BAA104,17,,,
0200BAA105,16,,,
0201AAA101,15,,,
0201AAA102,16,,,
0201AAA103,15,,,
0201AAA104,15,,,
0201AAA105,15,,,
0201AAA106,15,,,
0201AAA107,15,,,
0201AAA108,15,,,
0201AAA109,14,,,
0201BAA101,19,,,
0201BAA102,19,,,
0201BAA103,18,,,
0201BAA104,19,,,
0201BAA105,18,,,
0201BAA106,14,,,
0201BAA107,14,,,
0201BAA108,14,,,
0201BAA109,14,,,
0202AAA101,17,,,
0202AAA102,18,,,
0202AAA103,17,,,
0202AAA104,17,,,
0202AAA105,15,,,
0202AAA106,15,,,
0202AAA107,16,,,
0202AAA108,15,,,
0202BAA101,19,,,
0202BAA102,19,,,
0202BAA103,19,,,
0202BAA104,19,,,
0202BAA105,18,,,
0203AAA101,18,,,
0203AAA102,18,,,
0203AAA103,18,,,
0203AAA104,18,,,
0203BAA101,17,,,
0203BAA102,17,,,
0203BAA103,17,,,
0204AAA101,16,,,
0204AAA102,16,,,
0204AAA103,15,,,
